Stab,ST2,ST4,Brand,Sample Code,Data,Gruppo parametri,ABD,Alcol % peso,Alcol % vol,Amaro,Apparent Attenuation (%),Attenuazione Reale (RDF) %,Attenuazione vendita apparente %p,Azoto alfa-amminico t.q.,Cellule all'insemenzamento,Chill-back Start Time,Colore EBC,Data riempimento,Diacetile + precursori (ferm.),Differenza apparente-limite,Durata di conservazione lievito in cella,Durata raffreddamento,Estratto apparente,Estratto apparente limite %Pp,Estratto reale ,Fermentation rate (13.5°-5.5°),Fermentazione STEP 1,Fermentazione STEP 2,Final attenuation (EVG),Grado primitivo %Pp,Hopped Wort,Hopped Wort (37°C),Hopped Wort Actidione,Iso-alfa acidi,Maturazione STEP 3,NBB-A,NBB-B,Occupancy in fermentation,Occupancy in fermentation Racking,Pentandione + precursori,pH,pH minimo (End of Ferm),Plato chiusura freddo,Quotazione lievito - NBB-B,Raffreddamento STEP 3,Raffreddamento STEP 4,Rapporto ER/ABW,Temperatura Fermentazione,Temperatura STEP 1,Temperatura STEP 2,Temperatura STEP 3,Temp. lievito all'insemenzamento,Tempo di riduzione diacetile
PD,FE,FEPE,Peroni,23043145,03/10/2023,Fermentazione Peroni,,,,,,,,,16.77,237.00,,,50.00,,47.30,22.00,,,,4.09,,,,,,,,,,,,259.00,,46.00,,,,,,,,14.50,,,,5.70,10.00
PD,FE,FEPE,Peroni,23043145,03/10/2023,Lista di fermentazione Peroni 16.5,,5.58,7.13,,,66.68,83.16,,,,,,,0.34,,,2.67,2.33,5.29,,,,,15.88,,,,,,,,,,,4.17,,,,,,0.95,,,,,,
PD,FE,FEPE,Peroni,23043145,03/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043146,03/10/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043146,03/10/2023,Fermentazione Peroni,,,,,,,,,16.00,203.00,,,44.00,,20.00,42.00,,,,3.00,,,,,,,,,,,,245.00,,34.00,,,,,,,,14.50,,,,5.91,8.58
PD,FE,FEPE,Peroni,23043146,03/10/2023,Lista di fermentazione Peroni 16.5,,5.90,7.52,,,70.20,86.86,,,,,,,0.23,,,2.09,1.86,4.75,,,,,15.94,,,,,,,,,,,4.14,,,,,,0.81,,,,,,
PD,FE,FEPE,Peroni,23043146,03/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043580,06/10/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043580,06/10/2023,Fermentazione Peroni,,,,,,,,,16.75,237.00,,,49.00,,40.30,21.00,,,,3.00,,,,,,,,,,,,258.00,,38.00,,,,,,,,14.50,,,,5.30,10.00
PD,FE,FEPE,Peroni,23043580,06/10/2023,Lista di fermentazione Peroni 16.5,,5.64,7.20,,,67.47,83.45,,,,,,,0.30,,,2.62,2.32,5.16,,,,,15.86,,,,,,,,,,,4.26,,,,,,0.91,,,,,,
PD,FE,FEPE,Peroni,23043580,06/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043634,06/10/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043634,06/10/2023,Fermentazione Peroni,,,,,,,,,16.88,238.00,,,50.00,,43.50,28.00,,,,3.00,,,,,,,,,,,,264.00,,46.00,,,,,,,,14.50,,,,8.82,9.50
PD,FE,FEPE,Peroni,23043634,06/10/2023,Lista di fermentazione Peroni 16.5,,5.41,6.91,,,67.59,83.63,,,,,,,0.24,,,2.50,2.26,4.94,,,,,15.24,,,,,,,,,,,4.22,,,,,,0.91,,,,,,
PD,FE,FEPE,Peroni,23043634,06/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043635,06/10/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043635,06/10/2023,Fermentazione Peroni,,,,,,,,,16.00,211.00,,,50.00,,8.20,91.00,,,,2.67,,,,,,,,,,,,254.00,,40.00,,,,,,,,14.50,,,,7.97,8.88
PD,FE,FEPE,Peroni,23043635,06/10/2023,Lista di fermentazione Peroni 16.5,,5.88,7.51,,,68.45,84.68,,,,,,,0.10,,,2.49,2.39,5.13,,,,,16.26,,,,,,,,,,,4.34,,,,,,0.87,,,,,,
PD,FE,FEPE,Peroni,23043635,06/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043636,06/10/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043636,06/10/2023,Fermentazione Peroni,,,,,,,,,16.00,216.00,,,41.00,,11.20,100.00,,,,3.00,,,,,,,,,,,,264.00,,39.00,,,,,,,,14.60,,,,7.94,10.00
PD,FE,FEPE,Peroni,23043636,06/10/2023,Lista di fermentazione Peroni 16.5,,5.65,7.25,,,68.59,84.86,,,,,,,0.04,,,2.38,2.34,4.94,,,,,15.73,,,,,,,,,,,4.06,,,,,,0.87,,,,,,
PD,FE,FEPE,Peroni,23043636,06/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043637,06/10/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043637,06/10/2023,Fermentazione Peroni,,,,,,,,,16.54,221.00,,,38.00,,21.10,94.00,,,,3.00,,,,,,,,,,,,264.00,,36.00,,,,,,,,14.50,,,,9.88,10.00
PD,FE,FEPE,Peroni,23043637,06/10/2023,Lista di fermentazione Peroni 16.5,,5.65,7.24,,,68.28,84.44,,,,,,,0.19,,,2.45,2.26,5.00,,,,,15.76,,,,,,,,,,,4.24,,,,,,0.88,,,,,,
PD,FE,FEPE,Peroni,23043637,06/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043638,06/10/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043638,06/10/2023,Fermentazione Peroni,,,,,,,,,16.74,240.00,,,46.00,,23.25,91.00,,,,3.00,,,,,,,,,,,,259.00,,39.00,,,,,,,,14.50,,,,9.01,10.00
PD,FE,FEPE,Peroni,23043638,06/10/2023,Lista di fermentazione Peroni 16.5,,5.76,7.35,,,68.29,84.54,,,,,,,0.15,,,2.47,2.32,5.07,,,,,15.99,,,,,,,,,,,4.20,,,,,,0.88,,,,,,
PD,FE,FEPE,Peroni,23043638,06/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043639,06/10/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043639,06/10/2023,Fermentazione Peroni,,,,,,,,,16.84,235.00,,,50.00,,10.45,120.00,,,,3.00,,,,,,,,,,,,259.00,,43.00,,,,,,,,14.50,,,,6.20,9.79
PD,FE,FEPE,Peroni,23043639,06/10/2023,Lista di fermentazione Peroni 16.5,,5.76,7.35,,,68.34,84.50,,,,,,,0.25,,,2.48,2.23,5.06,,,,,15.98,,,,,,,,,,,4.30,,,,,,0.88,,,,,,
PD,FE,FEPE,Peroni,23043639,06/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043640,06/10/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043640,06/10/2023,Fermentazione Peroni,,,,,,,,,17.45,221.00,,,43.00,,19.50,158.00,,,,3.69,,,,,,,,,,,,259.00,,42.00,,,,,,,,14.50,,,,5.90,10.00
PD,FE,FEPE,Peroni,23043640,06/10/2023,Lista di fermentazione Peroni 16.5,,5.55,7.08,,,69.17,85.71,,,,,,,0.02,,,2.18,2.16,4.71,,,,,15.27,,,,,,,,,,,4.21,,,,,,0.85,,,,,,
PD,FE,FEPE,Peroni,23043640,06/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043641,06/10/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043641,06/10/2023,Fermentazione Peroni,,,,,,,,,16.74,192.00,,,49.00,,29.00,186.00,,,,3.00,,,,,,,,,,,,258.00,,42.00,,,,,,,,14.50,,,,8.26,10.00
PD,FE,FEPE,Peroni,23043641,06/10/2023,Lista di fermentazione Peroni 16.5,,5.85,7.46,,,68.96,85.31,,,,,,,0.02,,,2.36,2.34,4.99,,,,,16.08,,,,,,,,,,,4.30,,,,,,0.85,,,,,,
PD,FE,FEPE,Peroni,23043641,06/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043642,06/10/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043642,06/10/2023,Fermentazione Peroni,,,,,,,,,16.47,229.00,,,50.00,,32.15,186.00,,,,3.49,,,,,,,,,,,,264.00,,48.00,,,,,,,,14.50,,,,8.82,10.00
PD,FE,FEPE,Peroni,23043642,06/10/2023,Lista di fermentazione Peroni 16.5,,5.80,7.41,,,69.37,82.57,,,,,,,0.50,,,2.76,2.26,4.86,,,,,15.86,,,,,,,,,,,4.32,,,,,,0.84,,,,,,
PD,FE,FEPE,Peroni,23043642,06/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043643,06/10/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043643,06/10/2023,Fermentazione Peroni,,,,,,,,,16.47,224.00,,,50.00,,4.30,195.00,,,,3.43,,,,,,,,,,,,263.00,,41.00,,,,,,,,14.50,,,,7.50,10.00
PD,FE,FEPE,Peroni,23043643,06/10/2023,Lista di fermentazione Peroni 16.5,,5.65,7.28,,,69.25,69.42,,,,,,,2.58,,,4.74,2.16,4.77,,,,,15.51,,,,,,,,,,,4.24,,,,,,0.84,,,,,,
PD,FE,FEPE,Peroni,23043643,06/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043644,06/10/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23043644,06/10/2023,Fermentazione Peroni,,,,,,,,,16.47,218.00,,,47.00,,7.45,213.00,,,,4.00,,,,,,,,,,,,264.00,,40.00,,,,,,,,14.50,,,,7.50,10.00
PD,FE,FEPE,Peroni,23043644,06/10/2023,Lista di fermentazione Peroni 16.5,,5.39,6.91,,,67.65,77.10,,,,,,,1.25,,,3.47,2.22,4.91,,,,,15.18,,,,,,,,,,,4.03,,,,,,0.91,,,,,,
PD,FE,FEPE,Peroni,23043644,06/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23045905,24/10/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23045905,24/10/2023,Fermentazione Peroni,,,,,,,,,16.77,223.00,,,41.00,,9.35,33.00,,,,2.67,,,,,,,,,,,,256.00,,39.00,,,,,,,,14.50,,,,2.50,9.29
PD,FE,FEPE,Peroni,23045905,24/10/2023,Lista di fermentazione Peroni 16.5,,5.59,7.16,,,68.69,84.97,,,,,,,0.09,,,2.33,2.24,4.86,,,,,15.52,,,,,,,,,,,4.26,,,,,,0.87,,,,,,
PD,FE,FEPE,Peroni,23045905,24/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23045906,24/10/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23045906,24/10/2023,Fermentazione Peroni,,,,,,,,,16.00,195.00,,,49.00,,21.00,67.00,,,,3.00,,,,,,,,,,,,262.00,,58.00,,,,,,,,14.50,,,,2.40,7.79
PD,FE,FEPE,Peroni,23045906,24/10/2023,Lista di fermentazione Peroni 16.5,,5.64,7.19,,,70.33,86.95,,,,,,,0.19,,,1.99,1.80,4.53,,,,,15.27,,,,,,,,,,,4.30,,,,,,0.80,,,,,,
PD,FE,FEPE,Peroni,23045906,24/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23045907,24/10/2023,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23045907,24/10/2023,Fermentazione Peroni,,,,,,,,,16.60,224.00,,,27.00,,,233.00,,,,1.39,,,,,,,,,,,,457.00,,21.00,,,,,,,,13.00,,,,,18.42
PD,FE,FEPE,Peroni,23045907,24/10/2023,Lista di fermentazione Peroni 16.5,,4.82,6.15,,,67.68,83.74,,,,,,,0.07,,,2.22,2.15,4.42,,,,,13.68,,,,,,,,,,,4.17,,,,,,0.92,,,,,,
PD,FE,FEPE,Peroni,23045907,24/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23045908,24/10/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23045908,24/10/2023,Fermentazione Peroni,,,,,,,,,18.00,183.00,,,32.00,,8.30,254.00,,,,2.91,,,,,,,,,,,,264.00,,39.00,,,,,,,,14.50,,,,2.50,10.00
PD,FE,FEPE,Peroni,23045908,24/10/2023,Lista di fermentazione Peroni 16.5,,5.87,7.49,,,68.37,84.54,,,,,,,0.21,,,2.51,2.30,5.14,,,,,16.25,,,,,,,,,,,4.22,,,,,,0.88,,,,,,
PD,FE,FEPE,Peroni,23045908,24/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23045909,24/10/2023,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23045909,24/10/2023,Fermentazione Peroni,,,,,,,,,16.45,223.00,,,24.00,,16.50,218.00,,,,2.63,,,,,,,,,,,,264.00,,12.00,,,,,,,,14.50,,,,2.30,10.00
PD,FE,FEPE,Peroni,23045909,24/10/2023,Lista di fermentazione Peroni 16.5,,5.70,7.28,,,67.60,83.63,,,,,,,0.22,,,2.62,2.40,5.18,,,,,15.99,,,,,,,,,,,4.30,,,,,,0.91,,,,,,
PD,FE,FEPE,Peroni,23045909,24/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23045910,24/10/2023,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23045910,24/10/2023,Fermentazione Peroni,,,,,,,,,16.00,236.00,,,20.00,,9.20,26.00,,,,2.46,,,,,,,,,,,,262.00,,8.00,,,,,,,,14.50,,,,2.50,10.00
PD,FE,FEPE,Peroni,23045910,24/10/2023,Lista di fermentazione Peroni 16.5,,4.72,6.03,,,64.12,82.02,,,,,,,0.18,,,2.54,2.36,5.06,,,,,14.10,,,,,,,,,,,4.54,,,,,,1.07,,,,,,
PD,FE,FEPE,Peroni,23045910,24/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23045911,24/10/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23045911,24/10/2023,Fermentazione Peroni,,,,,,,,,16.18,238.00,,,37.00,,24.10,18.00,,,,3.00,,,,,,,,,,,,256.00,,11.00,,,,,,,,14.50,,,,2.50,10.00
PD,FE,FEPE,Peroni,23045911,24/10/2023,Lista di fermentazione Peroni 16.5,,5.57,7.11,,,67.61,83.68,,,,,,,0.40,,,2.55,2.15,5.07,,,,,15.65,,,,,,,,,,,3.87,,,,,,0.91,,,,,,
PD,FE,FEPE,Peroni,23045911,24/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23046444,27/10/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23046444,27/10/2023,Fermentazione Peroni,,,,,,,,,16.00,238.00,,,30.00,,13.00,22.00,,,,2.74,,,,,,,,,,,,260.00,,23.00,,,,,,,,14.50,,,,2.50,10.00
PD,FE,FEPE,Peroni,23046444,27/10/2023,Lista di fermentazione Peroni 16.5,,4.79,6.11,,,64.63,83.96,,,,,,,0.04,,,2.28,2.24,5.02,,,,,14.19,,,,,,,,,,,4.36,,,,,,1.05,,,,,,
PD,FE,FEPE,Peroni,23046444,27/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23046445,27/10/2023,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23046445,27/10/2023,Fermentazione Peroni,,,,,,,,,16.44,238.00,,,40.00,,18.50,24.00,,,,4.36,,,,,,,,,,,,262.00,,15.00,,,,,,,,14.50,,,,2.50,10.00
PD,FE,FEPE,Peroni,23046445,27/10/2023,Lista di fermentazione Peroni 16.5,,6.23,7.94,,,70.21,86.83,,,,,,,0.04,,,2.21,2.17,4.99,,,,,16.75,,,,,,,,,,,3.98,,,,,,0.80,,,,,,
PD,FE,FEPE,Peroni,23046445,27/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23046446,27/10/2023,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23046446,27/10/2023,Fermentazione Peroni,,,,,,,,,16.00,236.00,,,26.00,,15.00,28.00,,,,3.00,,,,,,,,,,,,264.00,,23.00,,,,,,,,14.50,,,,2.50,10.00
PD,FE,FEPE,Peroni,23046446,27/10/2023,Lista di fermentazione Peroni 16.5,,6.10,7.79,,,68.94,84.96,,,,,,,0.07,,,2.51,2.44,5.19,,,,,16.71,,,,,,,,,,,4.19,,,,,,0.85,,,,,,
PD,FE,FEPE,Peroni,23046446,27/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23046447,27/10/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23046447,27/10/2023,Fermentazione Peroni,,,,,,,,,16.45,235.00,,,22.00,,18.10,22.00,,,,3.31,,,,,,,,,,,,257.00,,22.00,,,,,,,,14.50,,,,2.50,10.00
PD,FE,FEPE,Peroni,23046447,27/10/2023,Lista di fermentazione Peroni 16.5,,5.87,7.49,,,68.20,84.39,,,,,,,0.02,,,2.54,2.52,5.18,,,,,16.29,,,,,,,,,,,4.22,,,,,,0.88,,,,,,
PD,FE,FEPE,Peroni,23046447,27/10/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23049063,22/11/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23049063,22/11/2023,Fermentazione Peroni,,,,,,,,,16.42,219.00,,,44.00,,15.35,79.00,,,,2.40,,,,,,,,,,,,264.00,,65.00,,,,,,,,14.00,,,,2.50,10.00
PD,FE,FEPE,Peroni,23049063,22/11/2023,Lista di fermentazione Peroni 16.5,,5.69,7.28,,,65.21,80.73,,,,,,,0.51,,,3.18,2.67,5.74,,,,,16.50,,,,,,,,,,,4.45,,,,,,1.01,,,,,,
PD,FE,FEPE,Peroni,23049063,22/11/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23050005,28/11/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23050005,28/11/2023,Fermentazione Peroni,,,,,,,,,16.00,238.00,,,50.00,,34.20,22.00,,,,2.78,,,,,,,,,,,,260.00,,43.00,,,,,,,,14.50,,,,2.50,10.00
PD,FE,FEPE,Peroni,23050005,28/11/2023,Lista di fermentazione Peroni 16.5,,5.72,7.31,,,67.33,83.32,,,,,,,0.46,,,2.69,2.23,5.26,,,,,16.10,,,,,,,,,,,4.58,,,,,,0.92,,,,,,
PD,FE,FEPE,Peroni,23050005,28/11/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23050006,28/11/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23050006,28/11/2023,Fermentazione Peroni,,,,,,,,,16.00,236.00,,,37.00,,23.45,20.00,,,,3.92,,,,,,,,,,,,256.00,,23.00,,,,,,,,14.50,,,,2.50,10.00
PD,FE,FEPE,Peroni,23050006,28/11/2023,Lista di fermentazione Peroni 16.5,,5.77,7.37,,,66.87,82.79,,,,,,,0.06,,,2.81,2.75,5.41,,,,,16.33,,,,,,,,,,,4.17,,,,,,0.94,,,,,,
PD,FE,FEPE,Peroni,23050006,28/11/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23050007,28/11/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23050007,28/11/2023,Fermentazione Peroni,,,,,,,,,16.00,236.00,,,34.00,,12.30,26.00,,,,3.00,,,,,,,,,,,,262.00,,24.00,,,,,,,,14.50,,,,2.50,10.00
PD,FE,FEPE,Peroni,23050007,28/11/2023,Lista di fermentazione Peroni 16.5,,4.94,6.30,,,67.79,83.92,,,,,,,0.03,,,2.25,2.22,4.50,,,,,13.97,,,,,,,,,,,4.17,,,,,,0.91,,,,,,
PD,FE,FEPE,Peroni,23050007,28/11/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23050008,28/11/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23050008,28/11/2023,Fermentazione Peroni,,,,,,,,,16.00,240.00,,,50.00,,20.50,20.00,,,,2.40,,,,,,,,,,,,260.00,,48.00,,,,,,,,14.50,,,,2.50,10.00
PD,FE,FEPE,Peroni,23050008,28/11/2023,Lista di fermentazione Peroni 16.5,,5.52,7.06,,,66.32,82.20,,,,,,,0.23,,,2.81,2.58,5.32,,,,,15.80,,,,,,,,,,,4.24,,,,,,0.96,,,,,,
PD,FE,FEPE,Peroni,23050008,28/11/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23050009,28/11/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23050009,28/11/2023,Fermentazione Peroni,,,,,,,,,16.80,240.00,,,46.00,,14.00,60.00,,,,3.00,,,,,,,,,,,,262.00,,39.00,,,,,,,,14.60,,,,2.50,9.50
PD,FE,FEPE,Peroni,23050009,28/11/2023,Lista di fermentazione Peroni 16.5,,5.67,7.25,,,66.67,82.54,,,,,,,0.03,,,2.81,2.78,5.37,,,,,16.11,,,,,,,,,,,4.12,,,,,,0.95,,,,,,
PD,FE,FEPE,Peroni,23050009,28/11/2023,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23050494,01/12/2023,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEPE,Peroni,23050494,01/12/2023,Fermentazione Peroni,,,,,,,,,16.45,161.00,,,37.00,,20.00,142.00,,,,3.62,,,,,,,,,,,,264.00,,27.00,,,,,,,,14.00,,,,2.50,10.00
